Histórico, Tendencia: UNIDAD 1

Fecha;KPH;CLEX;CLEY;CLAX;CLAY
2024/12/12 13:12:08;899,673667475525;34,73846923070449;32,34341661760713;24,346998580572773;20,123116122760308
2024/12/12 13:12:09;899,673667475525;34,70919978728398;32,50085618571194;24,50000804651514;20,27281792533738
2024/12/12 13:12:10;899,5983935742972;34,880575807545064;32,350894545458615;23,87527472413497;20,709024067733367
2024/12/12 13:12:11;899,673667475525;34,64197417161258;32,428697282142814;23,624697116902958;20,044266968212774
2024/12/12 13:12:12;899,673667475525;35,01876350137743;32,74931239980078;23,532924575060218;20,56240354221962
2024/12/12 13:12:13;899,7489539748954;34,74616156013875;33,111226819232854;23,394819126740856;20,927559061007774
2024/12/12 13:12:14;899,52313226805;34,60287288692591;32,86131742686002;23,930704418453875;19,648420707108897
2024/12/12 13:12:15;899,5404991440671;34,70856300562697;32,415106202521116;23,658712805674647;20,26466689202605
2024/12/12 13:12:16;899,4594594594595;34,79850614568651;32,51962977588367;24,226264349534066;20,650626701616844
2024/12/12 13:12:17;899,5983935742972;34,47324728881648;32,831455775920524;23,136450019664352;20,505420494020864
2024/12/12 13:12:18;899,5983935742972;34,78593031862882;32,450364951378056;23,984136394399396;20,811126603799757
2024/12/12 13:12:19;899,5983935742972;34,499953315659916;32,92271494121271;23,491722687303884;21,62979988388989
2024/12/12 13:12:20;899,5983935742972;34,95811192385672;33,11826405344633;24,172663999844364;19,372035480772983
2024/12/12 13:12:21;899,52313226805;34,84759123897742;33,03126041179265;23,72138509606474;20,391752570386842
2024/12/12 13:12:22;899,52313226805;34,62345563940409;32,50294248297044;23,730941781107504;20,72870639843604
2024/12/12 13:12:23;899,7489539748954;34,9213931315569;32,38442380690318;24,68310506860356;20,665622806051314
2024/12/12 13:12:24;899,7489539748954;34,99300214091825;32,765835606209585;24,027401033874458;20,888967005979655
2024/12/12 13:12:25;899,5983935742972;34,67866175912908;32,798367880959745;23,85166441104707;21,300400653293014
2024/12/12 13:12:26;899,4478835536221;34,88442952786504;32,93819190289879;23,5789620196093;20,21461701263766
2024/12/12 13:12:27;899,52313226805;34,6093204206516;33,841616225379624;22,54969673050223;20,055224896874197
2024/12/12 13:12:28;899,4478835536221;34,67659746854432;32,91244749451978;23,477599580164313;20,07552867818803
2024/12/12 13:12:29;899,5983935742972;34,53168246472975;32,57880134759452;23,670165242244774;21,4789189666906
2024/12/12 13:12:30;899,52313226805;34,47008787912376;32,93967560427783;23,5959620445713;20,70278480375862
2024/12/12 13:12:31;899,52313226805;34,482524209833926;32,74888985308121;23,496791630542297;19,91962479062662
2024/12/12 13:12:32;899,52313226805;34,94996157637214;33,15816870484847;23,586046782880462;19,90169083976998
2024/12/12 13:12:33;899,4478835536221;34,581577126920074;32,643660103918705;23,381246116101142;20,917107877042834
2024/12/12 13:12:34;899,4478835536221;34,40781764636896;32,063794119133966;23,96555374985561;21,484170162605608
2024/12/12 13:12:35;899,52313226805;34,635109104433;32,57016129285877;23,765890047607314;21,18558059799855
2024/12/12 13:12:36;899,5983935742972;34,73993129841947;32,85325700139426;23,813976303760963;20,795409320693448
2024/12/12 13:12:37;899,673667475525;34,29851484050526;32,969738920340845;23,613928504037286;20,687577007792928
2024/12/12 13:12:38;899,7489539748954;34,82991552030053;32,92386033181412;23,523484084367848;21,495520671069
2024/12/12 13:12:39;899,673667475525;34,33453889880939;33,00628485985824;23,662613646726978;21,66917217661807
2024/12/12 13:12:40;899,7489539748954;34,75103931476895;32,367703017453586;24,941442784427004;20,62382993416307
2024/12/12 13:12:41;899,7489539748954;34,8157945764769;33,14302796429846;23,16108245938554;20,47199717345128
